id,zipcode,season_price,median_price,season,price,sell_price,profit
2354300740,98027,573475.0,570500.0,summer,551000.0,716300.0,165300.0
3424069145,98027,557000.0,570500.0,winter,343000.0,445900.0,102900.0
5279100675,98027,557000.0,570500.0,winter,313000.0,406900.0,93900.0
2623069031,98027,573475.0,570500.0,summer,542500.0,705250.0,162750.0
2523069146,98027,557000.0,570500.0,winter,349900.0,454870.0,104970.0
3388300730,98027,573475.0,570500.0,summer,550388.0,715504.4,165116.40000000002
1823069155,98027,573475.0,570500.0,summer,525888.0,683654.4,157766.40000000002
5706200370,98027,573475.0,570500.0,summer,550000.0,715000.0,165000.0
5561000430,98027,573475.0,570500.0,summer,470000.0,611000.0,141000.0
5561401530,98027,573475.0,570500.0,summer,550000.0,715000.0,165000.0
3424069066,98027,557000.0,570500.0,winter,396450.0,515385.0,118935.0
1254200075,98117,549480.0,545000.0,winter,460000.0,598000.0,138000.0
2919702075,98117,549480.0,545000.0,winter,532500.0,692250.0,159750.0
7518502490,98117,549480.0,545000.0,winter,515000.0,669500.0,154500.0
9268200600,98117,537500.0,545000.0,summer,413500.0,537550.0,124050.0
9268200315,98117,549480.0,545000.0,winter,456000.0,592800.0,136800.0
7518505070,98117,537500.0,545000.0,summer,402000.0,522600.0,120600.0
2028701165,98117,549480.0,545000.0,winter,430000.0,559000.0,129000.0
3501600135,98117,549480.0,545000.0,winter,437500.0,568750.0,131250.0
4443800960,98117,549480.0,545000.0,winter,520000.0,676000.0,156000.0
2880100240,98117,549480.0,545000.0,winter,439950.0,571935.0,131985.0
7518503685,98117,537500.0,545000.0,summer,402000.0,522600.0,120600.0
1862400087,98117,549480.0,545000.0,winter,475000.0,617500.0,142500.0
7518507330,98117,549480.0,545000.0,winter,535610.0,696293.0,160683.0
2872100385,98117,549480.0,545000.0,winter,460000.0,598000.0,138000.0
2356800020,98117,537500.0,545000.0,summer,416000.0,540800.0,124800.0
2922701085,98117,537500.0,545000.0,summer,543000.0,597300.0,54300.0
4449800063,98117,549480.0,545000.0,winter,435000.0,565500.0,130500.0
4443800940,98117,549480.0,545000.0,winter,485000.0,630500.0,145500.0
1432400335,98058,335250.0,335000.0,summer,288000.0,374400.0,86400.0
2473400340,98058,335250.0,335000.0,summer,320000.0,416000.0,96000.0
1431700370,98058,335250.0,335000.0,summer,290000.0,377000.0,87000.0
5112800421,98058,327500.0,335000.0,winter,225500.0,293150.0,67650.0
2473400570,98058,335250.0,335000.0,summer,317000.0,412100.0,95100.0
2473250850,98058,335250.0,335000.0,summer,318500.0,414050.0,95550.0
2817800100,98058,327500.0,335000.0,winter,328950.0,361845.00000000006,32895.00000000006
1423600300,98058,327500.0,335000.0,winter,249950.0,324935.0,74985.0
1432400525,98058,327500.0,335000.0,winter,195000.0,253500.0,58500.0
1432900150,98058,335250.0,335000.0,summer,320000.0,416000.0,96000.0
5126400150,98058,327500.0,335000.0,winter,239950.0,311935.0,71985.0
8856890330,98058,335250.0,335000.0,summer,300000.0,390000.0,90000.0
984100340,98058,335250.0,335000.0,summer,296000.0,384800.0,88800.0
2473101360,98058,335250.0,335000.0,summer,289900.0,376870.0,86970.0
1432900310,98058,335250.0,335000.0,summer,320000.0,416000.0,96000.0
1432701510,98058,327500.0,335000.0,winter,249000.0,323700.0,74700.0
7229100040,98058,335250.0,335000.0,summer,300000.0,390000.0,90000.0
5126400230,98058,327500.0,335000.0,winter,199000.0,258700.0,59700.0
1423700680,98058,327500.0,335000.0,winter,190000.0,247000.0,57000.0
1431700280,98058,335250.0,335000.0,summer,310000.0,403000.0,93000.0
5112800210,98058,335250.0,335000.0,summer,255950.0,332735.0,76785.0
3353401710,98001,262250.0,260000.0,summer,227950.0,296335.0,68385.0
3353400860,98001,262250.0,260000.0,summer,249900.0,324870.0,74970.0
303000445,98001,256500.0,260000.0,winter,175000.0,227500.0,52500.0
3750605349,98001,262250.0,260000.0,summer,210500.0,273650.0,63150.0
1311000600,98001,262250.0,260000.0,summer,250000.0,325000.0,75000.0
321049090,98001,262250.0,260000.0,summer,254000.0,330200.0,76200.0
4463400195,98001,256500.0,260000.0,winter,170000.0,221000.0,51000.0
3750603940,98001,262250.0,260000.0,summer,240000.0,312000.0,72000.0
7905400160,98001,262250.0,260000.0,summer,246900.0,320970.0,74070.0
1311000270,98001,262250.0,260000.0,summer,247000.0,321100.0,74100.0
321049193,98001,262250.0,260000.0,summer,215000.0,279500.0,64500.0
3353401340,98001,262250.0,260000.0,summer,199900.0,259870.0,59970.0
3205000310,98056,386000.0,380000.0,summer,345000.0,448500.0,103500.0
1066600045,98056,386000.0,380000.0,summer,350000.0,455000.0,105000.0
428000055,98056,386000.0,380000.0,summer,322500.0,419250.0,96750.0
418000310,98056,375000.0,380000.0,winter,155000.0,201500.0,46500.0
9476700135,98056,386000.0,380000.0,summer,300000.0,390000.0,90000.0
3276180140,98056,386000.0,380000.0,summer,365000.0,474500.0,109500.0
3343903640,98056,375000.0,380000.0,winter,249000.0,323700.0,74700.0
8805400090,98056,375000.0,380000.0,winter,289000.0,375700.0,86700.0
7227501745,98056,386000.0,380000.0,summer,368000.0,478400.0,110400.0
7227501450,98056,375000.0,380000.0,winter,240000.0,312000.0,72000.0
7227500020,98056,375000.0,380000.0,winter,259950.0,337935.0,77985.0
422000010,98056,386000.0,380000.0,summer,299950.0,389935.0,89985.0
421000185,98056,375000.0,380000.0,winter,200000.0,260000.0,60000.0
9476200545,98056,375000.0,380000.0,winter,270000.0,351000.0,81000.0
7789000080,98056,375000.0,380000.0,winter,253905.0,330076.5,76171.5
7227502155,98056,375000.0,380000.0,winter,208000.0,270400.0,62400.0
3268000040,98056,386000.0,380000.0,summer,339900.0,441870.0,101970.0
424500100,98056,375000.0,380000.0,winter,189900.0,246870.0,56970.0
428000150,98056,375000.0,380000.0,winter,269950.0,350935.0,80985.0
419000015,98056,386000.0,380000.0,summer,299950.0,389935.0,89985.0
425200205,98056,375000.0,380000.0,winter,165000.0,214500.0,49500.0
7227500450,98056,375000.0,380000.0,winter,222900.0,289770.0,66870.0
420000085,98056,375000.0,380000.0,winter,238000.0,309400.0,71400.0
2064800600,98056,386000.0,380000.0,summer,367500.0,477750.0,110250.0
7227501765,98056,375000.0,380000.0,winter,265000.0,344500.0,79500.0
425200145,98056,375000.0,380000.0,winter,265000.0,344500.0,79500.0
3343901242,98056,386000.0,380000.0,summer,335000.0,435500.0,100500.0
8074200160,98056,375000.0,380000.0,winter,265000.0,344500.0,79500.0
1061500510,98056,386000.0,380000.0,summer,350000.0,455000.0,105000.0
7227801580,98056,375000.0,380000.0,winter,232000.0,301600.0,69600.0
418000330,98056,375000.0,380000.0,winter,199950.0,259935.0,59985.0
7788400065,98056,386000.0,380000.0,summer,317000.0,412100.0,95100.0
3343300644,98056,386000.0,380000.0,summer,343000.0,445900.0,102900.0
7809200035,98056,375000.0,380000.0,winter,290000.0,377000.0,87000.0
3343901848,98056,386000.0,380000.0,summer,313100.0,407030.0,93930.0
424500035,98056,375000.0,380000.0,winter,250000.0,325000.0,75000.0
3344500183,98056,375000.0,380000.0,winter,375000.0,412500.00000000006,37500.00000000006
8026200080,98056,386000.0,380000.0,summer,372000.0,483600.0,111600.0
9476200020,98056,375000.0,380000.0,winter,254000.0,330200.0,76200.0
1332700010,98056,386000.0,380000.0,summer,305000.0,396500.0,91500.0
3342102385,98056,375000.0,380000.0,winter,376000.0,413600.00000000006,37600.00000000006
418000415,98056,375000.0,380000.0,winter,191000.0,248300.0,57300.0
421000500,98056,375000.0,380000.0,winter,209995.0,272993.5,62998.5
7227501190,98056,375000.0,380000.0,winter,250000.0,325000.0,75000.0
7227500740,98056,375000.0,380000.0,winter,217000.0,282100.0,65100.0
9476200650,98056,375000.0,380000.0,winter,245000.0,318500.0,73500.0
9476200580,98056,375000.0,380000.0,winter,250000.0,325000.0,75000.0
923059206,98056,386000.0,380000.0,summer,374000.0,486200.0,112200.0
2968800626,98166,414500.0,390000.0,summer,355000.0,461500.0,106500.0
243000380,98166,355500.0,390000.0,winter,365000.0,401500.00000000006,36500.00000000006
1218000025,98166,355500.0,390000.0,winter,246000.0,319800.0,73800.0
1430800100,98166,355500.0,390000.0,winter,356000.0,391600.00000000006,35600.00000000006
4338800685,98166,414500.0,390000.0,summer,299999.0,389998.7,89999.70000000001
1217000270,98166,414500.0,390000.0,summer,338995.0,440693.5,101698.5
1900600040,98166,355500.0,390000.0,winter,265000.0,344500.0,79500.0
4337600005,98166,355500.0,390000.0,winter,153000.0,198900.0,45900.0
2968801240,98166,355500.0,390000.0,winter,211000.0,274300.0,63300.0
2968801605,98166,355500.0,390000.0,winter,285000.0,370500.0,85500.0
5029450850,98023,267172.5,268450.0,summer,205000.0,266500.0,61500.0
9202000080,98023,269000.0,268450.0,winter,215000.0,279500.0,64500.0
1099600090,98023,267172.5,268450.0,summer,205000.0,266500.0,61500.0
395800370,98023,269000.0,268450.0,winter,246600.0,320580.0,73980.0
5029450290,98023,269000.0,268450.0,winter,230000.0,299000.0,69000.0
8944300010,98023,269000.0,268450.0,winter,230000.0,299000.0,69000.0
9211500230,98023,269000.0,268450.0,winter,263000.0,341900.0,78900.0
2817100570,98070,481000.0,467500.0,winter,453000.0,588900.0,135900.0
8550001515,98070,481000.0,467500.0,winter,429592.0,558469.6,128877.59999999998
2551500220,98070,462500.0,467500.0,summer,330000.0,429000.0,99000.0
2051200506,98070,481000.0,467500.0,winter,390000.0,507000.0,117000.0
1535204365,98070,481000.0,467500.0,winter,428000.0,556400.0,128400.0
2436701180,98105,653000.0,675000.0,winter,671500.0,738650.0000000001,67150.00000000012
3856905010,98105,706000.0,675000.0,summer,565000.0,734500.0,169500.0
2436700315,98105,653000.0,675000.0,winter,441500.0,573950.0,132450.0
1928300350,98105,706000.0,675000.0,summer,570000.0,741000.0,171000.0
6746700565,98105,653000.0,675000.0,winter,447000.0,581100.0,134100.0
8827900560,98105,653000.0,675000.0,winter,655000.0,720500.0,65500.0
3589500260,98105,706000.0,675000.0,summer,550000.0,715000.0,165000.0
9550202700,98105,653000.0,675000.0,winter,460000.0,598000.0,138000.0
2436700540,98105,653000.0,675000.0,winter,665000.0,731500.0000000001,66500.00000000012
8813400345,98105,706000.0,675000.0,summer,575000.0,747500.0,172500.0
9550204450,98105,706000.0,675000.0,summer,651000.0,846300.0,195300.0
1796360350,98042,300000.0,292000.0,summer,255000.0,331500.0,76500.0
7942100310,98042,300000.0,292000.0,summer,232000.0,301600.0,69600.0
8648200030,98042,300000.0,292000.0,summer,260000.0,338000.0,78000.0
1865810060,98042,300000.0,292000.0,summer,267500.0,347750.0,80250.0
2916620240,98042,300000.0,292000.0,summer,264950.0,344435.0,79485.0
8651441620,98042,280000.0,292000.0,winter,210000.0,273000.0,63000.0
8651443480,98042,280000.0,292000.0,winter,282000.0,310200.0,28200.0
8651410090,98042,280000.0,292000.0,winter,209000.0,271700.0,62700.0
8651401270,98042,280000.0,292000.0,winter,203000.0,263900.0,60900.0
8651400750,98042,280000.0,292000.0,winter,209950.0,272935.0,62985.0
322059097,98042,300000.0,292000.0,summer,269900.0,350870.0,80970.0
2522059112,98042,300000.0,292000.0,summer,248500.0,323050.0,74550.0
7942200050,98042,300000.0,292000.0,summer,261000.0,339300.0,78300.0
7942100290,98042,280000.0,292000.0,winter,199000.0,258700.0,59700.0
2212900920,98042,280000.0,292000.0,winter,215000.0,279500.0,64500.0
8651430780,98042,280000.0,292000.0,winter,178000.0,231400.0,53400.0
1274500420,98042,300000.0,292000.0,summer,234000.0,304200.0,70200.0
8651402910,98042,280000.0,292000.0,winter,176000.0,228800.0,52800.0
2618300190,98042,300000.0,292000.0,summer,255000.0,331500.0,76500.0
8651410740,98042,280000.0,292000.0,winter,189000.0,245700.0,56700.0
8092700230,98042,300000.0,292000.0,summer,249950.0,324935.0,74985.0
8651411460,98042,280000.0,292000.0,winter,214000.0,278200.0,64200.0
2212900180,98042,280000.0,292000.0,winter,220000.0,286000.0,66000.0
7942100180,98042,300000.0,292000.0,summer,230000.0,299000.0,69000.0
5469300330,98042,300000.0,292000.0,summer,275000.0,357500.0,82500.0
8651443360,98042,280000.0,292000.0,winter,195700.0,254410.0,58710.0
6600400270,98042,280000.0,292000.0,winter,202000.0,262600.0,60600.0
8651411070,98042,280000.0,292000.0,winter,180000.0,234000.0,54000.0
1796380060,98042,300000.0,292000.0,summer,253000.0,328900.0,75900.0
6600400370,98042,280000.0,292000.0,winter,215000.0,279500.0,64500.0
8651411420,98042,280000.0,292000.0,winter,218000.0,283400.0,65400.0
8651443420,98042,280000.0,292000.0,winter,280000.0,308000.0,28000.0
8651400730,98042,280000.0,292000.0,winter,191000.0,248300.0,57300.0
2569600150,98042,300000.0,292000.0,summer,235000.0,305500.0,70500.0
8651402700,98042,280000.0,292000.0,winter,202950.0,263835.0,60885.0
8651441210,98042,300000.0,292000.0,summer,230000.0,299000.0,69000.0
8651430870,98042,280000.0,292000.0,winter,177000.0,230100.0,53100.0
8651441750,98042,280000.0,292000.0,winter,174950.0,227435.0,52485.0
5547500050,98042,300000.0,292000.0,summer,255000.0,331500.0,76500.0
8651402750,98042,280000.0,292000.0,winter,219950.0,285935.0,65985.0
8651410670,98042,280000.0,292000.0,winter,189950.0,246935.0,56985.0
8651410190,98042,280000.0,292000.0,winter,179950.0,233935.0,53985.0
8651430220,98042,280000.0,292000.0,winter,183000.0,237900.0,54900.0
8651430210,98042,280000.0,292000.0,winter,217000.0,282100.0,65100.0
8651400580,98042,280000.0,292000.0,winter,195000.0,253500.0,58500.0
